text,ctext,stopwords_removed,cleaned_text,language
Your delivery attempt was unsuccessful. Please visit the link below to reschedule:                                                               phpost.tw          ,Your delivery attempt was unsuccessful. Please visit the link below to reschedule: phpost.tw,delivery attempt unsuccessful please visit link reschedule,delivery attempt unsuccessful please visit link reschedule,english
"Uy, Congrats! May 18-888 raffle ticket ka! I-click mo dito: pluss.la/2nh2 para sa bonus mo!","Uy, Congrats! May 18-888 raffle ticket ka! I-click mo dito: pluss.la/2nh2 para sa bonus mo!",uy congrats raffle ticket click bonus,uy congrats raffle ticket click bonus,english
"Wow, Amazing! May 18-888 raffle ticket ka! Punta na dito: pluss.la/2nzq para kunin ang bonus mo!","Wow, Amazing! May 18-888 raffle ticket ka! Punta na dito: pluss.la/2nzq para kunin ang bonus mo!",wow amazing raffle ticket punta kunin bonus,wow amazing raffle ticket punta kunin bonus,english
"Hey, Swerte ka! May 18-888 raffle ticket ka! Click dito: pluss.la/gzxy para makuha ang bonus mo!","Hey, Swerte ka! May 18-888 raffle ticket ka! Click dito: pluss.la/gzxy para makuha ang bonus mo!",hey swerte raffle ticket click makuha bonus,hey swerte raffle ticket click makuha bonus,english
"Hi, Ang galing mo! May 18-888 raffle ticket ka! Click na dito: pluss.la/ertaj para makuha ang bonus mo!","Hi, Ang galing mo! May 18-888 raffle ticket ka! Click na dito: pluss.la/ertaj para makuha ang bonus mo!",hi galing raffle ticket click makuha bonus,hi galing raffle ticket click makuha bonus,english
"Ay,! Sobrang swerte mo! May 18-888 raffle ticket ka! I-click na 'to: beeph.eu/ucua para makuha ang bonus mo!","Ay,! Sobrang swerte mo! May 18-888 raffle ticket ka! I-click na 'to: beeph.eu/ucua para makuha ang bonus mo!",sobrang swerte raffle ticket click makuha bonus,sobrang swerte raffle ticket click makuha bonus,english
"Hey,! Good news! Nakuha mo ang 18-888 raffle ticket! Pindutin dito: beeph.eu/vrtv para sa bonus mo!","Hey,! Good news! Nakuha mo ang 18-888 raffle ticket! Pindutin dito: beeph.eu/vrtv para sa bonus mo!",hey good news nakuha raffle ticket pindutin bonus,hey good news nakuha raffle ticket pindutin bonus,english
"Hello,! Alam mo ba? May 18-888 raffle ticket ka! I-click dito: beeph.eu/biwd para sa bonus mo!","Hello,! Alam mo ba? May 18-888 raffle ticket ka! I-click dito: beeph.eu/biwd para sa bonus mo!",hello alam ba raffle ticket click bonus,hello alam ba raffle ticket click bonus,english
"Hi,! Ang galing mo! May 18-888 raffle ticket ka! Click na dito: beeph.eu/n9m7 para makuha ang bonus mo!","Hi,! Ang galing mo! May 18-888 raffle ticket ka! Click na dito: beeph.eu/n9m7 para makuha ang bonus mo!",hi galing raffle ticket click makuha bonus,hi galing raffle ticket click makuha bonus,english
"Wow,! Ang swerte mo naman! May 18-888 raffle ticket ka! Punta na dito: beeph.eu/ucuq para kunin ang bonus mo!","Wow,! Ang swerte mo naman! May 18-888 raffle ticket ka! Punta na dito: beeph.eu/ucuq para kunin ang bonus mo!",wow swerte naman raffle ticket punta kunin bonus,wow swerte naman raffle ticket punta kunin bonus,english
"Your My-SSS member is not enrolled in a payment method, please complete the enrollment:  sss-my.in/?ifn=83h3kd to receive your monthly benefits and stipend          ","Your My-SSS member is not enrolled in a payment method, please complete the enrollment: sss-my.in/?ifn=83h3kd to receive your monthly benefits and stipend",sss member enrolled payment method please complete enrollment receive monthly benefits stipend,sss member enrolled payment method please complete enrollment receive monthly benefits stipend,english
Congratulations on receiving a special invitation. Register to receive for free                                                                                    1.ss777b.fo          ,Congratulations on receiving a special invitation. Register to receive for free 1.ss777b.fo,congratulations receiving special invitation register receive free,congratulations receiving special invitation register receive free,english
Na refund na sa iyong account ang P2020 at may pa bonus pang kalakip dahil sa abala na dinanas. Check mo na ang credit mo dali! Claim na:                          win996.fo          ,Na refund na sa iyong account ang P2020 at may pa bonus pang kalakip dahil sa abala na dinanas. Check mo na ang credit mo dali! Claim na: win996.fo,refund account bonus pang kalakip abala dinanas check credit dali claim,refund account bonus pang kalakip abala dinanas check credit dali claim,english
"Hi,Gusto mo ba ng 18-888 raffle ticket,libreng 77 sa APP,at dagdag 300 sa deposit na 500? I-click dito: mar-t.eu/uciz !","Hi,Gusto mo ba ng 18-888 raffle ticket,libreng 77 sa APP,at dagdag 300 sa deposit na 500? I-click dito: mar-t.eu/uciz !",hi ba raffle ticket libreng app dagdag deposit click,hi ba raffle ticket libreng dagdag deposit click,english
"Hey,May 18-888 raffle ticket,libreng 77 sa APP,at dagdag 300 sa deposit na 500! Mag-register na: mar-t.eu/2nh8 !","Hey,May 18-888 raffle ticket,libreng 77 sa APP,at dagdag 300 sa deposit na 500! Mag-register na: mar-t.eu/2nh8 !",hey raffle ticket libreng app dagdag deposit register,hey raffle ticket libreng dagdag deposit register,english
"Hey,Gusto mo ba ng 18-888 raffle ticket? Mag-register at makuha mo 'yan agad! Punta na sa: mar-t.eu/uci2 !","Hey,Gusto mo ba ng 18-888 raffle ticket? Mag-register at makuha mo 'yan agad! Punta na sa: mar-t.eu/uci2 !",hey ba raffle ticket register makuha yan agad punta,hey ba raffle ticket register makuha yan agad punta,english
"Hi,Ready ka na ba? Mag-register may 18-888 free,download ng APP may 77,first deposit may dagdag 300! Tara na: mar-t.eu/ucup !","Hi,Ready ka na ba? Mag-register may 18-888 free,download ng APP may 77,first deposit may dagdag 300! Tara na: mar-t.eu/ucup !",hi ready ba register free download app deposit dagdag tara,hi ready ba register free download deposit dagdag tara,english
"Hey,Good news,may 18+77+300 free para sa'yo! Punta na dito: mar-t.eu/n9mw !","Hey,Good news,may 18+77+300 free para sa'yo! Punta na dito: mar-t.eu/n9mw !",hey good news free punta,hey good news free punta,english
"App to get 18-88, 100 to get 77, and enjoy 10% discount for daily deposits                                                                                         fg777.ss777b.fo          ","App to get 18-88, 100 to get 77, and enjoy 10% discount for daily deposits fg777.ss777b.fo",app get get enjoy discount daily deposits,get enjoy discount daily deposits,english
"rrrbet.ss777b.fo App to get 18-88, 100 to get 77, and enjoy 10% discount for daily deposits","rrrbet.ss777b.fo App to get 18-88, 100 to get 77, and enjoy 10% discount for daily deposits",app get get enjoy discount daily deposits,get enjoy discount daily deposits,english
Tracking Code (RR*197PH) The courier arrived 1 days ago but delivery failed. Please visit pw29b.cn and we will reschedule the delivery after your validate.,Tracking Code (RR*197PH) The courier arrived 1 days ago but delivery failed. Please visit pw29b.cn and we will reschedule the delivery after your validate.,tracking code courier arrived days ago delivery failed please visit reschedule delivery validate,tracking code courier arrived days ago delivery failed please visit reschedule validate,english
"Hey,! Good news! Nakuha mo ang 18-888 raffle ticket! Pindutin dito: goo-d.eu/ucuj para sa bonus mo!","Hey,! Good news! Nakuha mo ang 18-888 raffle ticket! Pindutin dito: goo-d.eu/ucuj para sa bonus mo!",hey good news nakuha raffle ticket pindutin bonus,hey good news nakuha raffle ticket pindutin bonus,english
"Hi,! Gusto mo ba ng 18-888 raffle ticket? Mag-register na sa goo-d.eu/biwm at simulan ang saya!","Hi,! Gusto mo ba ng 18-888 raffle ticket? Mag-register na sa goo-d.eu/biwm at simulan ang saya!",hi ba raffle ticket register simulan saya,hi ba raffle ticket register simulan saya,english
Your domestic  parcel tracking code RR*-16PH is undeliverable due to unverified recipient info. Please check                                    mada-ph.la          ,Your domestic parcel tracking code RR*-16PH is undeliverable due to unverified recipient info. Please check mada-ph.la,domestic parcel tracking code undeliverable due unverified recipient info please check,domestic parcel tracking code undeliverable due unverified recipient info please check,english
Your domestic  parcel tracking code RR*-16PH is undeliverable due to unverified recipient info. Please check                                    mada-ph.la          ,Your domestic parcel tracking code RR*-16PH is undeliverable due to unverified recipient info. Please check mada-ph.la,domestic parcel tracking code undeliverable due unverified recipient info please check,domestic parcel tracking code undeliverable due unverified recipient info please check,english
"Hi,! Gusto mo ba ng 18-888 raffle ticket? Mag-register na sa goo-d.eu/4f4a at simulan ang saya!","Hi,! Gusto mo ba ng 18-888 raffle ticket? Mag-register na sa goo-d.eu/4f4a at simulan ang saya!",hi ba raffle ticket register simulan saya,hi ba raffle ticket register simulan saya,english
fg.ss777b.fo New member download to get P2268 FREE right now and contact our 24/7 service to get it,fg.ss777b.fo New member download to get P2268 FREE right now and contact our 24/7 service to get it,new member download get free right contact service get,new member download get free right contact service,english
"PH SOCIAL SECURITY SYSTEM
You can receive P1,351.5 from My.SSS in 2024. Please check and verify your employers payment record: sssc.mx/?D9F4H8Dmu5","PH SOCIAL SECURITY SYSTEM You can receive P1,351.5 from My.SSS in 2024. Please check and verify your employers payment record: sssc.mx/?D9F4H8Dmu5",ph social security system receive sss please check verify employers payment record,ph social security system receive sss please check verify employers payment record,english
"Mag-recharge para makakuha ng 100% reward. Kung mas marami kang recharge, mas marami kang makukuha. l8shj7177a.uk/?lis88a","Mag-recharge para makakuha ng 100% reward. Kung mas marami kang recharge, mas marami kang makukuha. l8shj7177a.uk/?lis88a",recharge makakuha reward mas kang recharge mas kang makukuha,recharge makakuha reward mas kang makukuha,english
"Mag-recharge para makakuha ng 100% reward. Kung mas marami kang recharge, mas marami kang makukuha. l8shj7177a.uk/?lis88a","Mag-recharge para makakuha ng 100% reward. Kung mas marami kang recharge, mas marami kang makukuha. l8shj7177a.uk/?lis88a",recharge makakuha reward mas kang recharge mas kang makukuha,recharge makakuha reward mas kang makukuha,english
"Experience the thrill at GJP's T.G.I.F event! Earn 6,888p + 1,000p bonus & spin for a Samsung Galaxy S23+ 5G. Visit gjpotfun.de now!","Experience the thrill at GJP's T.G.I.F event! Earn 6,888p + 1,000p bonus & spin for a Samsung Galaxy S23+ 5G. Visit gjpotfun.de now!",experience thrill gjp event earn bonus spin samsung galaxy visit,experience thrill event earn bonus spin samsung galaxy visit,english
